TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,MES_ID,VENTA_TOTAL,TARGET
681,1,C,HOGAR,128.13,13,0,25.73571,-100.18086,HOGAR REUNIÓN,UT_DENSIDAD,202301,682280.75,1
681,1,C,HOGAR,128.13,13,0,25.73571,-100.18086,HOGAR REUNIÓN,UT_DENSIDAD,202302,613716.99,1
681,1,C,HOGAR,128.13,13,0,25.73571,-100.18086,HOGAR REUNIÓN,UT_DENSIDAD,202306,1028034.64,1
681,1,C,HOGAR,128.13,13,0,25.73571,-100.18086,HOGAR REUNIÓN,UT_DENSIDAD,202405,1142876.26,1
681,1,C,HOGAR,128.13,13,0,25.73571,-100.18086,HOGAR REUNIÓN,UT_DENSIDAD,202307,949354.86,1
681,1,C,HOGAR,128.13,13,0,25.73571,-100.18086,HOGAR REUNIÓN,UT_DENSIDAD,202311,813300.72,1
681,1,C,HOGAR,128.13,13,0,25.73571,-100.18086,HOGAR REUNIÓN,UT_DENSIDAD,202407,1025070.63,1
681,1,C,HOGAR,128.13,13,0,25.73571,-100.18086,HOGAR REUNIÓN,UT_DENSIDAD,202305,805632.39,1
681,1,C,HOGAR,128.13,13,0,25.73571,-100.18086,HOGAR REUNIÓN,UT_DENSIDAD,202411,904828.05,1
681,1,C,HOGAR,128.13,13,0,25.73571,-100.18086,HOGAR REUNIÓN,UT_DENSIDAD,202303,747727.74,1
681,1,C,HOGAR,128.13,13,0,25.73571,-100.18086,HOGAR REUNIÓN,UT_DENSIDAD,202402,836183.61,1
681,1,C,HOGAR,128.13,13,0,25.73571,-100.18086,HOGAR REUNIÓN,UT_DENSIDAD,202403,978234.33,1
681,1,C,HOGAR,128.13,13,0,25.73571,-100.18086,HOGAR REUNIÓN,UT_DENSIDAD,202312,993308.25,1
681,1,C,HOGAR,128.13,13,0,25.73571,-100.18086,HOGAR REUNIÓN,UT_DENSIDAD,202404,997689.59,1
681,1,C,HOGAR,128.13,13,0,25.73571,-100.18086,HOGAR REUNIÓN,UT_DENSIDAD,202304,779531.91,1
681,1,C,HOGAR,128.13,13,0,25.73571,-100.18086,HOGAR REUNIÓN,UT_DENSIDAD,202309,975612.62,1
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202405,616161.15,1
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202311,335064.11,0
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202412,240896.39,0
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202403,586532.56,1
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202312,463198.56,0
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202402,469861.97,0
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202307,401300.5,0
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202401,464234.58,0
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202411,636046.93,1
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202406,679071.26,1
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202301,432118.34,0
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202304,530542.76,1
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202309,491511.96,1
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202306,108187.68,0
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202404,534094.27,1
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202302,481266.44,1
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202407,663702.23,1
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202305,39231.98,0
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202303,549538.79,1
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202308,498811.46,1
117,1,C,BASE,87.62,11,11,25.71883,-100.19133,HOGAR REUNIÓN,UT_DENSIDAD,202310,321829.66,0
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202405,1184104.71,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202401,856786.03,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202404,969621.38,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202406,1020410.99,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202304,897538.33,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202312,930468.14,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202411,1009181.77,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202412,492032.74,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202311,861331.91,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202407,1078114.96,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202307,1091986.25,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202402,886548.71,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202308,1074914.72,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202301,774231.42,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202403,987035.02,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202309,1164776.09,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202303,892973.12,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202305,947389.7,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202306,1052899.69,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202310,945641.65,1
682,1,C,HOGAR,90.7,13,0,25.66952,-100.20744,HOGAR REUNIÓN,UT_DENSIDAD,202302,744811.72,1
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202402,426048.33,0
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202306,1418670.59,1
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202403,787495.57,1
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202301,1156174.76,1
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202307,1493230.59,1
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202412,121380.24,0
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202407,854536.6,1
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202303,1156087.06,1
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202311,372434.93,0
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202404,815608.0,1
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202405,864583.47,1
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202406,750539.15,1
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202308,1321291.8,1
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202411,294103.63,0
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202305,1235743.96,1
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202310,488276.53,0
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202401,323220.52,0
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202309,1519884.56,1
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202302,1058391.22,1
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202304,1150757.07,1
275,1,C,HOGAR,95.3,13,6,25.73766,-100.16116,HOGAR REUNIÓN,UT_DENSIDAD,202312,439180.36,0
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202304,438380.52,0
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202412,182077.04,0
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202402,337475.28,0
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202301,354649.93,0
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202401,229911.51,0
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202311,408456.12,0
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202312,432625.69,0
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202404,421974.11,0
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202302,364702.19,0
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202305,435677.01,0
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202405,493956.93,1
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202407,452462.97,0
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202308,502092.16,1
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202309,537798.68,1
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202411,360957.83,0
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202406,415231.45,0
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202310,423456.91,0
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202306,503525.22,1
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202403,410822.24,0
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202303,403508.92,0
684,1,C,BASE,116.07,13,0,25.70486,-100.15613,OFICINISTAS,UT_GAS_URBANA,202307,495530.01,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202405,1420999.22,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202304,1231169.28,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202309,1374679.01,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202312,1201845.15,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202401,1206394.45,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202307,1397286.44,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202404,1269771.19,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202403,1289818.36,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202311,1087836.89,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202305,1417642.47,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202412,551264.93,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202407,1245261.83,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202306,1520226.11,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202302,1203018.62,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202308,1268040.69,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202303,1350013.31,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202310,1155453.47,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202411,1144231.78,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202406,1171690.36,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202402,1116033.83,1
694,1,C,RECESO,78.48,13,0,25.67955,-100.24328,OFICINISTAS,UT_TRAFICO_PEATONAL,202301,1191326.76,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202405,1859575.82,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202304,1482853.6,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202301,1299028.43,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202312,1660871.16,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202411,1304442.17,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202406,1598171.94,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202407,1563757.18,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202308,1720858.81,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202404,1631819.4,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202303,1430285.02,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202305,1571214.27,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202310,1612856.47,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202412,585550.61,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202403,1684284.57,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202306,1647104.96,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202401,1523288.26,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202311,1452685.79,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202309,1917060.92,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202402,1460754.27,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202302,1251217.15,1
272,1,C,HOGAR,100.58,12,7,25.70058,-100.2018,HOGAR REUNIÓN,UT_DENSIDAD,202307,1627122.72,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202405,1175130.66,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202311,849436.9,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202406,1052221.55,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202310,963629.7,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202412,462359.75,0
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202302,668178.83,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202308,1081636.37,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202309,1135881.85,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202312,938594.57,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202411,994743.19,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202307,994175.26,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202407,892607.62,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202301,731958.24,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202403,1040581.87,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202404,1010391.08,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202303,787877.28,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202306,994292.97,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202401,1014869.27,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202402,926401.12,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202305,835138.28,1
702,1,C,HOGAR,73.24,13,0,25.67344,-100.26084,HOGAR REUNIÓN,UT_DENSIDAD,202304,800641.97,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202404,1052094.97,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202406,991247.21,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202402,935329.12,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202312,1124746.11,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202306,1115329.21,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202308,1220172.39,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202401,1054721.13,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202309,1258228.07,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202411,937232.3,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202403,1073834.24,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202303,961422.62,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202407,997394.98,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202302,884253.1,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202305,996244.42,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202405,1080210.0,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202304,1031771.46,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202307,1354355.38,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202311,981676.0,1
704,1,C,BASE,107.23,13,0,25.68419,-100.22138,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR,202310,1103681.51,1
